Level 1,Level 2,Level 3,KO,ID
Metabolism,Biosynthesis,Purine metabolism,K00939,YDR226W
Metabolism,Biosynthesis,Purine metabolism,K00939,YER170W
Metabolism,Biosynthesis,Purine metabolism,K00856,YJR105W
Metabolism,Biosynthesis,Purine metabolism,K01490,YML035C
Metabolism,Biosynthesis,Purine metabolism,K00988,YDR530C
Metabolism,Biosynthesis,Purine metabolism,K00759,YML022W
Metabolism,Biosynthesis,Purine metabolism,K00759,YDR441C
Metabolism,Biosynthesis,Purine metabolism,K01466,YIR027C
Metabolism,Biosynthesis,Purine metabolism,K01477,YIR029W
Metabolism,Biosynthesis,Purine metabolism,K01483,YIR032C
Metabolism,Biosynthesis,Purine metabolism,K01487,YDL238C
Metabolism,Biosynthesis,Purine metabolism,K00942,YDR454C
Metabolism,Biosynthesis,Purine metabolism,K01522,YDR305C
Metabolism,Biosynthesis,Purine metabolism,K00088,YHR216W
Metabolism,Biosynthesis,Purine metabolism,K00088,YLR432W
Metabolism,Biosynthesis,Purine metabolism,K00088,YML056C
Metabolism,Biosynthesis,Purine metabolism,K00860,YKL001C
Metabolism,Biosynthesis,Purine metabolism,K00958,YJR010W
Metabolism,Biosynthesis,Purine metabolism,K01120,YGL248W
Metabolism,Biosynthesis,Purine metabolism,K01120,YOR360C
Metabolism,Biosynthesis,Purine metabolism,K03783,YLR209C
Metabolism,Biosynthesis,Purine metabolism,K01514,YHR201C
Metabolism,Biosynthesis,Purine metabolism,sce_YER070W,YER070W
Metabolism,Biosynthesis,Purine metabolism,sce_YJL026W,YJL026W
Metabolism,Biosynthesis,Purine metabolism,sce_YGR180C,YGR180C
Metabolism,Biosynthesis,Purine metabolism,K03004,YOR340C
Metabolism,Biosynthesis,Purine metabolism,K00940,YKL067W
Metabolism,Biosynthesis,Purine metabolism,K01515,YBR111C
Metabolism,Biosynthesis,Pyrimidine metabolism,K00943,YJR057W
Metabolism,Biosynthesis,Pyrimidine metabolism,K01489,YLR245C
Metabolism,Biosynthesis,Pyrimidine metabolism,K01956,YOR303W
Metabolism,Biosynthesis,Pyrimidine metabolism,K01955,YJR109C
Metabolism,Biosynthesis,Pyrimidine metabolism,K01485,YPR062W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00761,YHR128W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00384,YDR353W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00384,YHR106W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00226,YKL216W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00762,YMR271C
Metabolism,Biosynthesis,Pyrimidine metabolism,K11541,YJL130C
Metabolism,Biosynthesis,Pyrimidine metabolism,K01591,YEL021W
Metabolism,Biosynthesis,Pyrimidine metabolism,K01465,YLR420W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00762,YML106W
Metabolism,Biosynthesis,Pyrimidine metabolism,K13800,YKL024C
Metabolism,Biosynthesis,Pyrimidine metabolism,K01937,YBL039C
Metabolism,Biosynthesis,Pyrimidine metabolism,K01937,YJR103W
Metabolism,Biosynthesis,Pyrimidine metabolism,K01240,YDR400W
Metabolism,Biosynthesis,Pyrimidine metabolism,K00876,YNR012W
Metabolism,Central Carbon Metabolism,Pyruvate metabolism,K01067,YBL015W
Metabolism,Central Carbon Metabolism,Pyruvate metabolism,K01655,YDL182W
Metabolism,Central Carbon Metabolism,Pyruvate metabolism,K01655,YDL131W
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05754,YIL062C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05756,YLR370C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05755,YKL013C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05758,YNR035C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05757,YBR234C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05765,YLL050C
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K06269,YER133W
Cellular Processes,Cytoskeleton,Regulation of actin cytoskeleton,K05759,YOR122C
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08330,YPR049C
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08331,YPR185W
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08340,YMR159C
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08329,YLR423C
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08339,YPL149W
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08332,YEL013W
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08333,YBR097W
Cellular Processes,Vesicular Transport,Regulation of autophagy,K08334,YPL120W
Genetic Information Processing,Translation,Ribosome,sce_YMR116C,YMR116C
Genetic Information Processing,Translation,Ribosome,K02967,YHL004W
Genetic Information Processing,Translation,Ribosome,K02871,YOR150W
Genetic Information Processing,Translation,Ribosome,K02988,YBR251W
Genetic Information Processing,Translation,Ribosome,K02896,YLR009W
Genetic Information Processing,Translation,Ribosome,K02937,YNL002C
Genetic Information Processing,Translation,Ribosome,K02866,YLR075W
Genetic Information Processing,Translation,Ribosome,K02868,YPR102C
Genetic Information Processing,Translation,Ribosome,K02868,YGR085C
Genetic Information Processing,Translation,Ribosome,K02870,YEL054C
Genetic Information Processing,Translation,Ribosome,K02870,YDR418W
Genetic Information Processing,Translation,Ribosome,K02873,YDL082W
Genetic Information Processing,Translation,Ribosome,K02873,YMR142C
Genetic Information Processing,Translation,Ribosome,K02875,YKL006W
Genetic Information Processing,Translation,Ribosome,K02875,YHL001W
Genetic Information Processing,Translation,Ribosome,K02877,YLR029C
Genetic Information Processing,Translation,Ribosome,K02877,YMR121C
Genetic Information Processing,Translation,Ribosome,K02872,YIL133C
Genetic Information Processing,Translation,Ribosome,K02872,YNL069C
Genetic Information Processing,Translation,Ribosome,K02880,YKL180W
Genetic Information Processing,Translation,Ribosome,K02880,YJL177W
Genetic Information Processing,Translation,Ribosome,K02883,YOL120C
Genetic Information Processing,Translation,Ribosome,K02883,YNL301C
Genetic Information Processing,Translation,Ribosome,K02885,YBR084C-A
Genetic Information Processing,Translation,Ribosome,K02885,YBL027W
Genetic Information Processing,Translation,Ribosome,K02865,YPL220W
Genetic Information Processing,Translation,Ribosome,K02865,YGL135W
Genetic Information Processing,Translation,Ribosome,K02882,YMR242C
Genetic Information Processing,Translation,Ribosome,K02882,YOR312C
Genetic Information Processing,Translation,Ribosome,K02889,YBR191W
Genetic Information Processing,Translation,Ribosome,K02889,YPL079W
Genetic Information Processing,Translation,Ribosome,K02891,YLR061W
Genetic Information Processing,Translation,Ribosome,K02891,YFL034C-A
Genetic Information Processing,Translation,Ribosome,K02894,YBL087C
Genetic Information Processing,Translation,Ribosome,K02894,YER117W
Genetic Information Processing,Translation,Ribosome,K02896,YGL031C
Genetic Information Processing,Translation,Ribosome,K02896,YGR148C
Genetic Information Processing,Translation,Ribosome,K02893,YOL127W
Genetic Information Processing,Translation,Ribosome,K02898,YLR344W
Genetic Information Processing,Translation,Ribosome,K02898,YGR034W
Genetic Information Processing,Translation,Ribosome,K02901,YHR010W
Genetic Information Processing,Translation,Ribosome,K02901,YDR471W
Genetic Information Processing,Translation,Ribosome,K02900,YGL103W
Genetic Information Processing,Translation,Ribosome,K02905,YFR032C-A
Genetic Information Processing,Translation,Ribosome,K02938,YFR031C-A
Genetic Information Processing,Translation,Ribosome,K02938,YIL018W
Genetic Information Processing,Translation,Ribosome,K02925,YOR063W
Genetic Information Processing,Translation,Ribosome,K02908,YGL030W
Genetic Information Processing,Translation,Ribosome,K02910,YDL075W
Genetic Information Processing,Translation,Ribosome,K02910,YLR406C
Genetic Information Processing,Translation,Ribosome,K02912,YBL092W
Genetic Information Processing,Translation,Ribosome,K02917,YPL143W
Genetic Information Processing,Translation,Ribosome,K02917,YOR234C
Genetic Information Processing,Translation,Ribosome,K02915,YER056C-A
Genetic Information Processing,Translation,Ribosome,K02915,YIL052C
Genetic Information Processing,Translation,Ribosome,K02918,YDL191W
Genetic Information Processing,Translation,Ribosome,K02918,YDL136W
Genetic Information Processing,Translation,Ribosome,K02920,YMR194W
Genetic Information Processing,Translation,Ribosome,K02920,YPL249C-A
Genetic Information Processing,Translation,Ribosome,K02922,YLR185W
Genetic Information Processing,Translation,Ribosome,K02922,YDR500C
Genetic Information Processing,Translation,Ribosome,K02923,YLR325C
Genetic Information Processing,Translation,Ribosome,K02924,YJL189W
Genetic Information Processing,Translation,Ribosome,K02927,YIL148W
Genetic Information Processing,Translation,Ribosome,K02927,YKR094C
Genetic Information Processing,Translation,Ribosome,K02928,YDL184C
Genetic Information Processing,Translation,Ribosome,K02928,YDL133C-A
Genetic Information Processing,Translation,Ribosome,K02929,YNL162W
Genetic Information Processing,Translation,Ribosome,K02929,YHR141C
Genetic Information Processing,Translation,Ribosome,K02921,YPR043W
Genetic Information Processing,Translation,Ribosome,K02921,YJR094W-A
Genetic Information Processing,Translation,Ribosome,K02930,YBR031W
Genetic Information Processing,Translation,Ribosome,K02930,YDR012W
Genetic Information Processing,Translation,Ribosome,K02932,YPL131W
Genetic Information Processing,Translation,Ribosome,K02934,YML073C
Genetic Information Processing,Translation,Ribosome,K02934,YLR448W
Genetic Information Processing,Translation,Ribosome,K02937,YGL076C
Genetic Information Processing,Translation,Ribosome,K02937,YPL198W
Genetic Information Processing,Translation,Ribosome,K02936,YHL033C
Genetic Information Processing,Translation,Ribosome,K02936,YLL045C
Genetic Information Processing,Translation,Ribosome,K02940,YGL147C
Genetic Information Processing,Translation,Ribosome,K02940,YNL067W
Genetic Information Processing,Translation,Ribosome,K02941,YLR340W
Genetic Information Processing,Translation,Ribosome,K02942,YDL081C
Genetic Information Processing,Translation,Ribosome,K02942,YDL130W
Genetic Information Processing,Translation,Ribosome,K02943,YOL039W
Genetic Information Processing,Translation,Ribosome,K02943,YDR382W
Genetic Information Processing,Translation,Ribosome,K02998,YGR214W
Genetic Information Processing,Translation,Ribosome,K02998,YLR048W
Genetic Information Processing,Translation,Ribosome,K02947,YOR293W
Genetic Information Processing,Translation,Ribosome,K02947,YMR230W
Genetic Information Processing,Translation,Ribosome,K02949,YDR025W
Genetic Information Processing,Translation,Ribosome,K02949,YBR048W
Genetic Information Processing,Translation,Ribosome,K02951,YOR369C
Genetic Information Processing,Translation,Ribosome,K02953,YDR064W
Genetic Information Processing,Translation,Ribosome,K02955,YCR031C
Genetic Information Processing,Translation,Ribosome,K02955,YJL191W
Genetic Information Processing,Translation,Ribosome,K02958,YOL040C
Genetic Information Processing,Translation,Ribosome,K02960,YMR143W
Genetic Information Processing,Translation,Ribosome,K02960,YDL083C
Genetic Information Processing,Translation,Ribosome,K02962,YML024W
Genetic Information Processing,Translation,Ribosome,K02962,YDR447C
Genetic Information Processing,Translation,Ribosome,K02964,YDR450W
Genetic Information Processing,Translation,Ribosome,K02964,YML026C
Genetic Information Processing,Translation,Ribosome,K02966,YOL121C
Genetic Information Processing,Translation,Ribosome,K02966,YNL302C
Genetic Information Processing,Translation,Ribosome,K02984,YLR441C
Genetic Information Processing,Translation,Ribosome,K02984,YML063W
Genetic Information Processing,Translation,Ribosome,K02981,YGL123W
Genetic Information Processing,Translation,Ribosome,K02969,YHL015W
Genetic Information Processing,Translation,Ribosome,K02971,YKR057W
Genetic Information Processing,Translation,Ribosome,K02971,YJL136C
Genetic Information Processing,Translation,Ribosome,K02957,YJL190C
Genetic Information Processing,Translation,Ribosome,K02957,YLR367W
Genetic Information Processing,Translation,Ribosome,K02973,YGR118W
Genetic Information Processing,Translation,Ribosome,K02973,YPR132W
Genetic Information Processing,Translation,Ribosome,K02974,YER074W
Genetic Information Processing,Translation,Ribosome,K02974,YIL069C
Genetic Information Processing,Translation,Ribosome,K02975,YGR027C
Genetic Information Processing,Translation,Ribosome,K02975,YLR333C
Genetic Information Processing,Translation,Ribosome,K02976,YGL189C
Genetic Information Processing,Translation,Ribosome,K02976,YER131W
Genetic Information Processing,Translation,Ribosome,K02978,YKL156W
Genetic Information Processing,Translation,Ribosome,K02978,YHR021C
Genetic Information Processing,Translation,Ribosome,K02979,YOR167C
Genetic Information Processing,Translation,Ribosome,K02979,YLR264W
Genetic Information Processing,Translation,Ribosome,K02980,YLR388W
Genetic Information Processing,Translation,Ribosome,K02980,YDL061C
Genetic Information Processing,Translation,Ribosome,K02985,YNL178W
Genetic Information Processing,Translation,Ribosome,K02983,YLR287C-A
Genetic Information Processing,Translation,Ribosome,K02983,YOR182C
Genetic Information Processing,Translation,Ribosome,K02977,YLR167W
Genetic Information Processing,Translation,Ribosome,K02987,YJR145C
Genetic Information Processing,Translation,Ribosome,K02987,YHR203C
Genetic Information Processing,Translation,Ribosome,K02989,YJR123W
Genetic Information Processing,Translation,Ribosome,K02991,YPL090C
Genetic Information Processing,Translation,Ribosome,K02991,YBR181C
Genetic Information Processing,Translation,Ribosome,K02993,YOR096W
Genetic Information Processing,Translation,Ribosome,K02993,YNL096C
Genetic Information Processing,Translation,Ribosome,K02995,YBL072C
Genetic Information Processing,Translation,Ribosome,K02995,YER102W
Genetic Information Processing,Translation,Ribosome,K02997,YPL081W
Genetic Information Processing,Translation,Ribosome,K02997,YBR189W
Genetic Information Processing,Translation,Ribosome,K02989,YJR113C
Genetic Information Processing,Translation,Ribosome,K02952,YNL081C
Genetic Information Processing,Translation,Ribosome,sce_YKL056C,YKL056C
Genetic Information Processing,Translation,Ribosome biogenesis,K14191,YPL266W
Genetic Information Processing,Translation,Ribosome biogenesis,K13181,YLL008W
Genetic Information Processing,Translation,Ribosome biogenesis,K13179,YMR290C
Genetic Information Processing,Translation,Ribosome biogenesis,K09506,YNL227C
Genetic Information Processing,Translation,Ribosome biogenesis,K02427,YGL136C
Genetic Information Processing,Translation,Ribosome biogenesis,K12598,YJL050W
Genetic Information Processing,Translation,Ribosome biogenesis,K11294,YGR159C
Genetic Information Processing,Translation,Ribosome biogenesis,K11884,YOR145C
Genetic Information Processing,Translation,Ribosome biogenesis,K11135,YGR280C
Genetic Information Processing,Translation,Ribosome biogenesis,K03685,YMR239C
Genetic Information Processing,Translation,Ribosome biogenesis,K11806,YLL011W
Genetic Information Processing,Translation,Ribosome biogenesis,K02427,YBR061C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14575,YLR397C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14569,YPL217C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11131,YLR175W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K03097,YIL035C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K03097,YOR061W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K03115,YGL019W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K03115,YOR039W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14556,YLR129W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14568,YLR186W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14566,YDR339C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11128,YHR089C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14560,YHR148W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14561,YNL075W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K12618,YGL173C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14521,YNL132W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14539,YGL099W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14572,YLR106C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14559,YJR002W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14543,YKL186C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14552,YPL126W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11129,YDL208W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11883,YOR056C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K06943,YPL093W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14537,YNR053C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14563,YDL014W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11130,YHR072W-A
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14573,YPL043W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14564,YLR197W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14565,YOR310C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14538,YER006W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14522,YNL282W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14524,YGR030C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14526,YBR167C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14528,YBL018C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14558,YCR057C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K12619,YOR048C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K11108,YOL010W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K13288,YLR059C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K07178,YOR119C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K07179,YNL207W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14571,YLL034C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14570,YGR276C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14545,YCL031C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14574,YLR022C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14550,YJL109C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14555,YLR222C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14567,YML093W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14549,YMR093W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14553,YJL069C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14554,YLR409C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14544,YGR090W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14548,YDR324C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14546,YDR398W
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14557,YDR449C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14547,YGR128C
Genetic Information Processing,Translation,Ribosome biogenesis in eukaryotes,K14551,YHR196W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12597,YIL079C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12597,YDL175C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12609,YNL278W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12608,YFL028C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12606,YNL288W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12603,YAL021C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12605,YDL165W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12604,YCR093W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K07573,YNL232W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12612,YOL149W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12613,YNL118C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12584,YLR270W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12614,YDL160C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12585,YOL021C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12615,YEL015W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12592,YHR081W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12620,YJL124C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12594,YNR024W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12588,YGR158C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12580,YIL038C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K13126,YER165W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12571,YGL094C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12572,YKL025C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K03514,YOL115W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12617,YCR077C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12581,YNR052C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K03679,YHR069C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K03681,YOL142W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12589,YDL111C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12586,YCR035C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K03678,YDR280W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12590,YGR095C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12591,YOR001W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12609,YLR187W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12599,YLR398C
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12600,YPR189W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K11600,YGR195W
Genetic Information Processing,"Folding, Sorting and Degradation",RNA degradation,K12601,YGL213C
Genetic Information Processing,Transcription,RNA polymerase,K03021,YOR207C
Genetic Information Processing,Transcription,RNA polymerase,K03000,YJR063W
Genetic Information Processing,Transcription,RNA polymerase,K03002,YPR010C
Genetic Information Processing,Transcription,RNA polymerase,K03001,YDR156W
Genetic Information Processing,Transcription,RNA polymerase,K02999,YOR341W
Genetic Information Processing,Transcription,RNA polymerase,K03003,YJL148W
Genetic Information Processing,Transcription,RNA polymerase,K03005,YNL248C
Genetic Information Processing,Transcription,RNA polymerase,K03007,YOR210W
Genetic Information Processing,Transcription,RNA polymerase,K03008,YOL005C
Genetic Information Processing,Transcription,RNA polymerase,K03010,YOR151C
Genetic Information Processing,Transcription,RNA polymerase,K03011,YIL021W
Genetic Information Processing,Transcription,RNA polymerase,K03012,YJL140W
Genetic Information Processing,Transcription,RNA polymerase,K03013,YBR154C
Genetic Information Processing,Transcription,RNA polymerase,K03015,YDR404C
Genetic Information Processing,Transcription,RNA polymerase,K03016,YOR224C
Genetic Information Processing,Transcription,RNA polymerase,K03017,YGL070C
Genetic Information Processing,Transcription,RNA polymerase,K03009,YHR143W-A
Genetic Information Processing,Transcription,RNA polymerase,K03019,YDR045C
Genetic Information Processing,Transcription,RNA polymerase,K03020,YNL113W
Genetic Information Processing,Transcription,RNA polymerase,K03022,YKL144C
Genetic Information Processing,Transcription,RNA polymerase,K03024,YNL151C
Genetic Information Processing,Transcription,RNA polymerase,K03025,YNR003C
Genetic Information Processing,Transcription,RNA polymerase,K14721,YKR025W
Genetic Information Processing,Transcription,RNA polymerase,K03027,YPR110C
Genetic Information Processing,Transcription,RNA polymerase,K03026,YDL150W
Genetic Information Processing,Transcription,RNA polymerase,K03023,YPR190C
Genetic Information Processing,Transcription,RNA polymerase,K03006,YDL140C
Genetic Information Processing,Transcription,RNA polymerase,K03014,YPR187W
Genetic Information Processing,Transcription,RNA polymerase,K03018,YOR116C
Genetic Information Processing,Translation,RNA transport,K00974,YER168C
Genetic Information Processing,Translation,RNA transport,K03259,YOL139C
Genetic Information Processing,Translation,RNA transport,K14290,YGR218W
Genetic Information Processing,Translation,RNA transport,K14298,YER107C
Genetic Information Processing,Translation,RNA transport,K07936,YLR293C
Genetic Information Processing,Translation,RNA transport,K07936,YOR185C
Genetic Information Processing,Translation,RNA transport,K02516,YBR133C
Genetic Information Processing,Translation,RNA transport,K14293,YLR347C
Genetic Information Processing,Translation,RNA transport,K05749,YDR532C
Genetic Information Processing,Translation,RNA transport,K14288,YKL205W
Genetic Information Processing,Translation,RNA transport,K14284,YPL169C
Genetic Information Processing,Translation,RNA transport,K09291,YKR095W
Genetic Information Processing,Translation,RNA transport,K09291,YIL149C
Genetic Information Processing,Translation,RNA transport,K14289,YDR335W
Genetic Information Processing,Translation,RNA transport,K14326,YMR080C
Genetic Information Processing,Translation,RNA transport,K14315,YML031W
Genetic Information Processing,Translation,RNA transport,K14309,YFR002W
Genetic Information Processing,Translation,RNA transport,K14327,YHR077C
Genetic Information Processing,Translation,RNA transport,K07562,YHR170W
Genetic Information Processing,Translation,RNA transport,K14297,YMR047C
Genetic Information Processing,Translation,RNA transport,K14300,YKR082W
Genetic Information Processing,Translation,RNA transport,K14312,YBL079W
Genetic Information Processing,Translation,RNA transport,K14311,YML103C
Genetic Information Processing,Translation,RNA transport,K14310,YJL039C
Genetic Information Processing,Translation,RNA transport,K14307,YGL172W
Genetic Information Processing,Translation,RNA transport,K14301,YDL116W
Genetic Information Processing,Translation,RNA transport,K01164,YNL221C
Genetic Information Processing,Translation,RNA transport,K03538,YBR257W
Genetic Information Processing,Translation,RNA transport,K03537,YAL033W
Genetic Information Processing,Translation,RNA transport,K14319,YMR235C
Genetic Information Processing,Translation,RNA transport,K01164,YML091C
Genetic Information Processing,Translation,RNA transport,K03539,YHR062C
Genetic Information Processing,Translation,RNA transport,K03540,YIR015W
Genetic Information Processing,Translation,RNA transport,K14004,YLR208W
Genetic Information Processing,Translation,RNA transport,K14299,YGL100W
Genetic Information Processing,Translation,RNA transport,K12160,YDR510W
Genetic Information Processing,Translation,RNA transport,K14292,YPL157W
Genetic Information Processing,Translation,RNA transport,K03257,YKR059W
Genetic Information Processing,Translation,RNA transport,K03257,YJL138C
Genetic Information Processing,Translation,RNA transport,K03260,YGR162W
Genetic Information Processing,Translation,RNA transport,K03260,YGL049C
Genetic Information Processing,Translation,RNA transport,K00784,YKR079C
Genetic Information Processing,Translation,RNA transport,K10577,YDL064W
Metabolism,Membrane Transport,Secretion system,K01493,YHR144C
Metabolism,Membrane Transport,Secretion system,K12273,YBR171W
Metabolism,Membrane Transport,Secretion system,K12274,YLR292C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08504,YIL004C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08496,YLR078C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08495,YHL031C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08488,YOR036W
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08497,YDR498C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08517,YLR268W
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08508,YGR009C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08490,YLR026C
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08505,YKL006C-A
Genetic Information Processing,"Folding, Sorting and Degradation",SNARE interactions in vesicular transport,K08513,YAL030W
